ref_date_raw,start_year,geo,sex,age_group,indicator,value,uom,metric_type,quality_flag,ref_date,dguid,characteristic,uom_id,scalar_factor,scalar_id,vector,coordinate,symbol,terminated,decimals
2019/2020,2019,Ontario,Both sexes,"Total, 18 years and over",Mood disorder,9.8,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056030,40.1.1.11.4,,,1
2021/2022,2021,Ontario,Both sexes,"Total, 18 years and over",Mood disorder,11.6,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056030,40.1.1.11.4,,,1
2023/2024,2023,Ontario,Both sexes,"Total, 18 years and over",Mood disorder,13.3,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056030,40.1.1.11.4,,,1
2019/2020,2019,Ontario,Both sexes,"Total, 18 years and over",Anxiety disorder,10.0,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056037,40.1.1.12.4,,,1
2021/2022,2021,Ontario,Both sexes,"Total, 18 years and over",Anxiety disorder,12.9,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056037,40.1.1.12.4,,,1
2023/2024,2023,Ontario,Both sexes,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000235,Percent,239,units,0,v1807056037,40.1.1.12.4,,,1
2019/2020,2019,Ontario,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",22.5,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056058,40.1.1.15.4,,,1
2021/2022,2021,Ontario,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",24.4,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056058,40.1.1.15.4,,,1
2023/2024,2023,Ontario,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",20.9,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056058,40.1.1.15.4,,,1
2019/2020,2019,Ontario,Both sexes,"Total, 18 years and over",Heavy drinking,16.7,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056086,40.1.1.19.4,,,1
2021/2022,2021,Ontario,Both sexes,"Total, 18 years and over",Heavy drinking,17.6,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056086,40.1.1.19.4,,,1
2023/2024,2023,Ontario,Both sexes,"Total, 18 years and over",Heavy drinking,17.4,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056086,40.1.1.19.4,,,1
2019/2020,2019,Ontario,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",70.2,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056114,40.1.1.23.4,,,1
2021/2022,2021,Ontario,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.4,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056114,40.1.1.23.4,,,1
2023/2024,2023,Ontario,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",61.6,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056114,40.1.1.23.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",67.2,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056149,40.1.2.3.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",58.2,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056149,40.1.2.3.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",55.0,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056149,40.1.2.3.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over","Perceived mental health, fair or poor",9.4,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056156,40.1.2.4.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.4,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056156,40.1.2.4.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.7,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056156,40.1.2.4.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.2,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056163,40.1.2.5.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.3,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056163,40.1.2.5.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.0,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056163,40.1.2.5.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over",Mood disorder,7.9,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056205,40.1.2.11.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over",Mood disorder,8.8,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056205,40.1.2.11.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over",Mood disorder,10.3,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056205,40.1.2.11.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over",Anxiety disorder,7.5,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056212,40.1.2.12.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over",Anxiety disorder,8.7,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056212,40.1.2.12.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000235,Percent,239,units,0,v1807056212,40.1.2.12.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.3,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056233,40.1.2.15.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over","Cannabis use, past 12 months",27.6,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056233,40.1.2.15.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over","Cannabis use, past 12 months",23.6,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056233,40.1.2.15.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over",Heavy drinking,20.8,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056261,40.1.2.19.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over",Heavy drinking,20.8,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056261,40.1.2.19.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over",Heavy drinking,20.3,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056261,40.1.2.19.4,,,1
2019/2020,2019,Ontario,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",68.5,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056275,40.1.2.23.4,,,1
2021/2022,2021,Ontario,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.2,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056275,40.1.2.23.4,,,1
2023/2024,2023,Ontario,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",61.9,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056275,40.1.2.23.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",61.5,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056310,40.1.3.3.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",50.6,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056310,40.1.3.3.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",47.8,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056310,40.1.3.3.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.5,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056317,40.1.3.4.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over","Perceived mental health, fair or poor",15.8,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056317,40.1.3.4.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over","Perceived mental health, fair or poor",18.0,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056317,40.1.3.4.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.6,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056324,40.1.3.5.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.8,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056324,40.1.3.5.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",26.0,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056324,40.1.3.5.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over",Mood disorder,11.6,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056366,40.1.3.11.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over",Mood disorder,14.2,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056366,40.1.3.11.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over",Mood disorder,16.2,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056366,40.1.3.11.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over",Anxiety disorder,12.5,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056373,40.1.3.12.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over",Anxiety disorder,17.0,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056373,40.1.3.12.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000235,Percent,239,units,0,v1807056373,40.1.3.12.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over","Cannabis use, past 12 months",18.8,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056394,40.1.3.15.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over","Cannabis use, past 12 months",21.4,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056394,40.1.3.15.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over","Cannabis use, past 12 months",18.3,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056394,40.1.3.15.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over",Heavy drinking,12.8,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056422,40.1.3.19.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over",Heavy drinking,14.5,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056422,40.1.3.19.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over",Heavy drinking,14.5,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056422,40.1.3.19.4,,,1
2019/2020,2019,Ontario,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.8,percent,percent,,2019/2020,2021A000235,Percent,239,units,0,v1807056450,40.1.3.23.4,,,1
2021/2022,2021,Ontario,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.5,percent,percent,,2021/2022,2021A000235,Percent,239,units,0,v1807056450,40.1.3.23.4,,,1
2023/2024,2023,Ontario,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",61.3,percent,percent,,2023/2024,2021A000235,Percent,239,units,0,v1807056450,40.1.3.23.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",62.9,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157809,75.1.1.3.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",54.8,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157809,75.1.1.3.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",51.6,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157809,75.1.1.3.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",8.9,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157816,75.1.1.4.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",12.9,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157816,75.1.1.4.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.3,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157816,75.1.1.4.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.1,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157823,75.1.1.5.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157823,75.1.1.5.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157823,75.1.1.5.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over",Mood disorder,10.2,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157865,75.1.1.11.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over",Mood disorder,10.8,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157865,75.1.1.11.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over",Mood disorder,14.6,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157865,75.1.1.11.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over",Anxiety disorder,9.7,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157872,75.1.1.12.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over",Anxiety disorder,11.8,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157872,75.1.1.12.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over",Anxiety disorder,16.4,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157872,75.1.1.12.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",22.5,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157893,75.1.1.15.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",23.5,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157893,75.1.1.15.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",23.3,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157893,75.1.1.15.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over",Heavy drinking,19.2,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157921,75.1.1.19.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over",Heavy drinking,19.3,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157921,75.1.1.19.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over",Heavy drinking,20.5,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157921,75.1.1.19.4,,,1
2019/2020,2019,Manitoba,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.8,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157949,75.1.1.23.4,,,1
2021/2022,2021,Manitoba,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",68.1,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157949,75.1.1.23.4,,,1
2023/2024,2023,Manitoba,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.5,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157949,75.1.1.23.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",66.6,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157984,75.1.2.3.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",58.4,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157984,75.1.2.3.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.7,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157984,75.1.2.3.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over","Perceived mental health, fair or poor",7.6,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157991,75.1.2.4.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over","Perceived mental health, fair or poor",11.1,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157991,75.1.2.4.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over","Perceived mental health, fair or poor",13.5,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807157991,75.1.2.4.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",18.9,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807157998,75.1.2.5.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.1,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807157998,75.1.2.5.4,,,1
