ref_date_raw,start_year,geo,sex,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2022-04,2022,Prince Edward Island,"Total, all persons",Fair or poor perceived health,14.0,11.0,17.6,percent,percent,
2022-04,2022,Prince Edward Island,"Total, all persons",Good perceived health,30.0,25.7,34.6,percent,percent,
2022-04,2022,Prince Edward Island,Women,Excellent or very good perceived health,56.0,49.2,62.5,percent,percent,
2022-04,2022,Prince Edward Island,Women,Fair or poor perceived health,11.9,8.5,16.6,percent,percent,
2022-04,2022,Prince Edward Island,Women,Good perceived health,32.1,26.3,38.5,percent,percent,
2022-04,2022,Quebec,Men,Excellent or very good perceived health,58.0,54.3,61.5,percent,percent,
2022-04,2022,Quebec,Men,Fair or poor perceived health,10.9,8.7,13.6,percent,percent,
2022-04,2022,Quebec,Men,Good perceived health,31.1,27.9,34.5,percent,percent,
2022-04,2022,Quebec,"Total, all persons",Excellent or very good perceived health,57.7,55.1,60.2,percent,percent,
2022-04,2022,Quebec,"Total, all persons",Fair or poor perceived health,10.5,9.1,12.2,percent,percent,
2022-04,2022,Quebec,"Total, all persons",Good perceived health,31.8,29.5,34.2,percent,percent,
2022-04,2022,Quebec,Women,Excellent or very good perceived health,57.4,53.8,60.9,percent,percent,
2022-04,2022,Quebec,Women,Fair or poor perceived health,10.2,8.4,12.3,percent,percent,
2022-04,2022,Quebec,Women,Good perceived health,32.5,29.2,35.9,percent,percent,
2022-04,2022,Saskatchewan,Men,Excellent or very good perceived health,55.1,48.1,61.9,percent,percent,
2022-04,2022,Saskatchewan,Men,Fair or poor perceived health,10.7,7.6,15.0,percent,percent,
2022-04,2022,Saskatchewan,Men,Good perceived health,34.2,27.7,41.3,percent,percent,
2022-04,2022,Saskatchewan,"Total, all persons",Excellent or very good perceived health,50.5,45.7,55.2,percent,percent,
2022-04,2022,Saskatchewan,"Total, all persons",Fair or poor perceived health,14.1,11.1,17.7,percent,percent,
2022-04,2022,Saskatchewan,"Total, all persons",Good perceived health,35.4,30.8,40.3,percent,percent,
2022-04,2022,Saskatchewan,Women,Excellent or very good perceived health,45.7,39.0,52.5,percent,percent,
2022-04,2022,Saskatchewan,Women,Fair or poor perceived health,17.6,12.4,24.2,percent,percent,
2022-04,2022,Saskatchewan,Women,Good perceived health,36.8,30.5,43.5,percent,percent,
2022-07,2022,Alberta,Men,Excellent or very good perceived health,58.7,52.9,64.3,percent,percent,
2022-07,2022,Alberta,Men,Fair or poor perceived health,10.9,7.8,15.1,percent,percent,
2022-07,2022,Alberta,Men,Good perceived health,30.4,25.5,35.7,percent,percent,
2022-07,2022,Alberta,"Total, all persons",Excellent or very good perceived health,56.6,52.7,60.4,percent,percent,
2022-07,2022,Alberta,"Total, all persons",Fair or poor perceived health,12.8,10.4,15.7,percent,percent,
2022-07,2022,Alberta,"Total, all persons",Good perceived health,30.6,27.2,34.2,percent,percent,
2022-07,2022,Alberta,Women,Excellent or very good perceived health,54.4,49.2,59.5,percent,percent,
2022-07,2022,Alberta,Women,Fair or poor perceived health,14.7,11.2,19.0,percent,percent,
2022-07,2022,Alberta,Women,Good perceived health,30.9,26.2,36.0,percent,percent,
2022-07,2022,Atlantic Region,Men,Excellent or very good perceived health,52.4,48.0,56.8,percent,percent,
2022-07,2022,Atlantic Region,Men,Fair or poor perceived health,15.1,11.9,18.9,percent,percent,
2022-07,2022,Atlantic Region,Men,Good perceived health,32.5,28.5,36.8,percent,percent,
2022-07,2022,Atlantic Region,"Total, all persons",Excellent or very good perceived health,53.0,50.1,55.9,percent,percent,
2022-07,2022,Atlantic Region,"Total, all persons",Fair or poor perceived health,14.8,12.7,17.1,percent,percent,
2022-07,2022,Atlantic Region,"Total, all persons",Good perceived health,32.2,29.6,35.0,percent,percent,
2022-07,2022,Atlantic Region,Women,Excellent or very good perceived health,53.6,49.5,57.6,percent,percent,
2022-07,2022,Atlantic Region,Women,Fair or poor perceived health,14.4,12.0,17.3,percent,percent,
2022-07,2022,Atlantic Region,Women,Good perceived health,32.0,28.5,35.7,percent,percent,
2022-07,2022,British Columbia,Men,Excellent or very good perceived health,56.2,50.8,61.5,percent,percent,
2022-07,2022,British Columbia,Men,Fair or poor perceived health,10.8,8.0,14.4,percent,percent,
2022-07,2022,British Columbia,Men,Good perceived health,33.0,27.9,38.6,percent,percent,
2022-07,2022,British Columbia,"Total, all persons",Excellent or very good perceived health,55.4,51.7,59.2,percent,percent,
2022-07,2022,British Columbia,"Total, all persons",Fair or poor perceived health,11.8,9.7,14.3,percent,percent,
2022-07,2022,British Columbia,"Total, all persons",Good perceived health,32.8,29.3,36.4,percent,percent,
2022-07,2022,British Columbia,Women,Excellent or very good perceived health,54.7,49.6,59.7,percent,percent,
2022-07,2022,British Columbia,Women,Fair or poor perceived health,12.8,10.0,16.3,percent,percent,
2022-07,2022,British Columbia,Women,Good perceived health,32.5,27.9,37.5,percent,percent,
2022-07,2022,Canada (excluding territories),Men,Excellent or very good perceived health,59.5,57.6,61.3,percent,percent,
2022-07,2022,Canada (excluding territories),Men,Fair or poor perceived health,11.0,9.9,12.2,percent,percent,
2022-07,2022,Canada (excluding territories),Men,Good perceived health,29.5,27.7,31.3,percent,percent,
2022-07,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,57.9,56.6,59.2,percent,percent,
2022-07,2022,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,11.9,11.1,12.7,percent,percent,
2022-07,2022,Canada (excluding territories),"Total, all persons",Good perceived health,30.2,29.0,31.4,percent,percent,
2022-07,2022,Canada (excluding territories),Women,Excellent or very good perceived health,56.4,54.5,58.1,percent,percent,
2022-07,2022,Canada (excluding territories),Women,Fair or poor perceived health,12.8,11.6,14.0,percent,percent,
2022-07,2022,Canada (excluding territories),Women,Good perceived health,30.9,29.2,32.6,percent,percent,
2022-07,2022,Manitoba,Men,Excellent or very good perceived health,63.4,56.1,70.2,percent,percent,
2022-07,2022,Manitoba,Men,Fair or poor perceived health,8.8,5.3,14.3,percent,percent,
2022-07,2022,Manitoba,Men,Good perceived health,27.7,21.7,34.8,percent,percent,
2022-07,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,58.4,53.0,63.7,percent,percent,
2022-07,2022,Manitoba,"Total, all persons",Fair or poor perceived health,10.5,7.6,14.4,percent,percent,
2022-07,2022,Manitoba,"Total, all persons",Good perceived health,31.1,26.2,36.4,percent,percent,
2022-07,2022,Manitoba,Women,Excellent or very good perceived health,53.5,45.3,61.6,percent,percent,
2022-07,2022,Manitoba,Women,Fair or poor perceived health,12.2,7.9,18.3,percent,percent,
2022-07,2022,Manitoba,Women,Good perceived health,34.3,27.1,42.3,percent,percent,
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,52.2,44.6,59.7,percent,percent,
2022-07,2022,New Brunswick,Men,Fair or poor perceived health,15.4,11.3,20.6,percent,percent,
2022-07,2022,New Brunswick,Men,Good perceived health,32.3,25.3,40.3,percent,percent,
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,51.3,46.1,56.6,percent,percent,
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,15.8,12.6,19.6,percent,percent,
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,32.8,28.0,38.1,percent,percent,
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,50.5,43.4,57.5,percent,percent,
2022-07,2022,New Brunswick,Women,Fair or poor perceived health,16.2,11.6,22.2,percent,percent,
2022-07,2022,New Brunswick,Women,Good perceived health,33.3,27.2,40.0,percent,percent,
2022-07,2022,Newfoundland and Labrador,Men,Excellent or very good perceived health,58.2,49.8,66.0,percent,percent,
2022-07,2022,Newfoundland and Labrador,Men,Fair or poor perceived health,13.8,9.1,20.2,percent,percent,
2022-07,2022,Newfoundland and Labrador,Men,Good perceived health,28.1,21.0,36.5,percent,percent,
2022-07,2022,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,57.5,52.1,62.7,percent,percent,
2022-07,2022,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,12.9,9.8,16.7,percent,percent,
2022-07,2022,Newfoundland and Labrador,"Total, all persons",Good perceived health,29.6,24.9,34.8,percent,percent,
2022-07,2022,Newfoundland and Labrador,Women,Excellent or very good perceived health,56.8,50.0,63.3,percent,percent,
2022-07,2022,Newfoundland and Labrador,Women,Fair or poor perceived health,12.1,8.4,17.1,percent,percent,
2022-07,2022,Newfoundland and Labrador,Women,Good perceived health,31.2,25.3,37.7,percent,percent,
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,49.2,41.2,57.3,percent,percent,
2022-07,2022,Nova Scotia,Men,Fair or poor perceived health,16.4,10.3,25.1,percent,percent,
2022-07,2022,Nova Scotia,Men,Good perceived health,34.4,27.3,42.2,percent,percent,
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,51.5,46.1,56.8,percent,percent,
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,15.6,11.8,20.4,percent,percent,
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,32.9,28.1,38.1,percent,percent,
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,53.5,46.3,60.6,percent,percent,
2022-07,2022,Nova Scotia,Women,Fair or poor perceived health,14.9,10.9,20.0,percent,percent,
2022-07,2022,Nova Scotia,Women,Good perceived health,31.6,25.4,38.5,percent,percent,
2022-07,2022,Ontario,Men,Excellent or very good perceived health,58.3,55.1,61.4,percent,percent,
2022-07,2022,Ontario,Men,Fair or poor perceived health,12.8,10.8,15.1,percent,percent,
2022-07,2022,Ontario,Men,Good perceived health,28.9,26.0,32.1,percent,percent,
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,56.8,54.6,59.0,percent,percent,
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,13.4,11.9,15.0,percent,percent,
2022-07,2022,Ontario,"Total, all persons",Good perceived health,29.8,27.8,32.0,percent,percent,
2022-07,2022,Ontario,Women,Excellent or very good perceived health,55.4,52.2,58.5,percent,percent,
2022-07,2022,Ontario,Women,Fair or poor perceived health,13.9,11.9,16.2,percent,percent,
2022-07,2022,Ontario,Women,Good perceived health,30.7,28.0,33.6,percent,percent,
2022-07,2022,Prairies Region,Men,Excellent or very good perceived health,59.7,55.5,63.8,percent,percent,
2022-07,2022,Prairies Region,Men,Fair or poor perceived health,10.2,7.8,13.1,percent,percent,
2022-07,2022,Prairies Region,Men,Good perceived health,30.1,26.5,34.0,percent,percent,
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,56.9,54.0,59.7,percent,percent,
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,12.0,10.3,14.0,percent,percent,
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,31.1,28.5,33.9,percent,percent,
2022-07,2022,Prairies Region,Women,Excellent or very good perceived health,54.0,50.1,57.9,percent,percent,
2022-07,2022,Prairies Region,Women,Fair or poor perceived health,13.8,11.3,16.7,percent,percent,
2022-07,2022,Prairies Region,Women,Good perceived health,32.2,28.5,36.0,percent,percent,
2022-07,2022,Prince Edward Island,Men,Excellent or very good perceived health,53.7,46.0,61.2,percent,percent,
2022-07,2022,Prince Edward Island,Men,Fair or poor perceived health,9.9,6.1,15.4,percent,percent,
2022-07,2022,Prince Edward Island,Men,Good perceived health,36.5,29.1,44.5,percent,percent,
2022-07,2022,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,56.2,50.6,61.7,percent,percent,
2022-07,2022,Prince Edward Island,"Total, all persons",Fair or poor perceived health,10.5,7.8,13.8,percent,percent,
2022-07,2022,Prince Edward Island,"Total, all persons",Good perceived health,33.3,28.1,39.0,percent,percent,
2022-07,2022,Prince Edward Island,Women,Excellent or very good perceived health,58.6,50.6,66.3,percent,percent,
2022-07,2022,Prince Edward Island,Women,Fair or poor perceived health,11.0,7.8,15.3,percent,percent,
2022-07,2022,Prince Edward Island,Women,Good perceived health,30.3,23.3,38.5,percent,percent,
2022-07,2022,Quebec,Men,Excellent or very good perceived health,65.4,61.9,68.6,percent,percent,
2022-07,2022,Quebec,Men,Fair or poor perceived health,7.6,6.0,9.7,percent,percent,
2022-07,2022,Quebec,Men,Good perceived health,27.0,23.9,30.4,percent,percent,
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,63.6,61.1,66.0,percent,percent,
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,8.4,7.2,9.9,percent,percent,
2022-07,2022,Quebec,"Total, all persons",Good perceived health,28.0,25.6,30.4,percent,percent,
2022-07,2022,Quebec,Women,Excellent or very good perceived health,61.8,58.1,65.4,percent,percent,
2022-07,2022,Quebec,Women,Fair or poor perceived health,9.3,7.5,11.5,percent,percent,
2022-07,2022,Quebec,Women,Good perceived health,28.9,25.6,32.5,percent,percent,
2022-07,2022,Saskatchewan,Men,Excellent or very good perceived health,59.6,51.2,67.4,percent,percent,
2022-07,2022,Saskatchewan,Men,Fair or poor perceived health,8.6,5.5,13.3,percent,percent,
2022-07,2022,Saskatchewan,Men,Good perceived health,31.8,24.5,40.1,percent,percent,
2022-07,2022,Saskatchewan,"Total, all persons",Excellent or very good perceived health,56.3,51.0,61.4,percent,percent,
2022-07,2022,Saskatchewan,"Total, all persons",Fair or poor perceived health,10.4,8.0,13.5,percent,percent,
2022-07,2022,Saskatchewan,"Total, all persons",Good perceived health,33.3,28.3,38.6,percent,percent,
2022-07,2022,Saskatchewan,Women,Excellent or very good perceived health,53.1,45.3,60.9,percent,percent,
2022-07,2022,Saskatchewan,Women,Fair or poor perceived health,12.1,8.7,16.6,percent,percent,
2022-07,2022,Saskatchewan,Women,Good perceived health,34.7,27.6,42.5,percent,percent,
2022-10,2022,Alberta,Men,Excellent or very good perceived health,50.6,44.6,56.5,percent,percent,
2022-10,2022,Alberta,Men,Fair or poor perceived health,16.0,12.2,20.8,percent,percent,
2022-10,2022,Alberta,Men,Good perceived health,33.4,27.9,39.4,percent,percent,
2022-10,2022,Alberta,"Total, all persons",Excellent or very good perceived health,49.7,45.3,54.0,percent,percent,
2022-10,2022,Alberta,"Total, all persons",Fair or poor perceived health,16.2,13.3,19.6,percent,percent,
2022-10,2022,Alberta,"Total, all persons",Good perceived health,34.1,30.2,38.4,percent,percent,
2022-10,2022,Alberta,Women,Excellent or very good perceived health,48.8,42.5,55.1,percent,percent,
2022-10,2022,Alberta,Women,Fair or poor perceived health,16.4,12.4,21.3,percent,percent,
2022-10,2022,Alberta,Women,Good perceived health,34.8,29.2,40.9,percent,percent,
2022-10,2022,Atlantic Region,Men,Excellent or very good perceived health,46.8,42.3,51.4,percent,percent,
2022-10,2022,Atlantic Region,Men,Fair or poor perceived health,19.9,16.5,23.7,percent,percent,
2022-10,2022,Atlantic Region,Men,Good perceived health,33.4,29.1,37.9,percent,percent,
2022-10,2022,Atlantic Region,"Total, all persons",Excellent or very good perceived health,45.3,42.3,48.3,percent,percent,
2022-10,2022,Atlantic Region,"Total, all persons",Fair or poor perceived health,18.2,15.9,20.7,percent,percent,
2022-10,2022,Atlantic Region,"Total, all persons",Good perceived health,36.5,33.6,39.5,percent,percent,
2022-10,2022,Atlantic Region,Women,Excellent or very good perceived health,43.9,39.8,48.0,percent,percent,
2022-10,2022,Atlantic Region,Women,Fair or poor perceived health,16.5,13.7,19.7,percent,percent,
2022-10,2022,Atlantic Region,Women,Good perceived health,39.6,35.8,43.6,percent,percent,
2022-10,2022,British Columbia,Men,Excellent or very good perceived health,51.9,46.3,57.4,percent,percent,
2022-10,2022,British Columbia,Men,Fair or poor perceived health,15.4,11.8,19.8,percent,percent,
2022-10,2022,British Columbia,Men,Good perceived health,32.7,27.8,38.0,percent,percent,
2022-10,2022,British Columbia,"Total, all persons",Excellent or very good perceived health,48.3,44.5,52.0,percent,percent,
2022-10,2022,British Columbia,"Total, all persons",Fair or poor perceived health,17.8,15.1,20.8,percent,percent,
2022-10,2022,British Columbia,"Total, all persons",Good perceived health,34.0,30.5,37.7,percent,percent,
2022-10,2022,British Columbia,Women,Excellent or very good perceived health,44.8,39.7,50.1,percent,percent,
2022-10,2022,British Columbia,Women,Fair or poor perceived health,20.0,16.2,24.5,percent,percent,
2022-10,2022,British Columbia,Women,Good perceived health,35.2,30.3,40.3,percent,percent,
2022-10,2022,Canada (excluding territories),Men,Excellent or very good perceived health,51.4,49.3,53.5,percent,percent,
2022-10,2022,Canada (excluding territories),Men,Fair or poor perceived health,14.9,13.5,16.5,percent,percent,
2022-10,2022,Canada (excluding territories),Men,Good perceived health,33.7,31.7,35.7,percent,percent,
2022-10,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,49.7,48.2,51.2,percent,percent,
2022-10,2022,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,16.1,15.1,17.2,percent,percent,
2022-10,2022,Canada (excluding territories),"Total, all persons",Good perceived health,34.2,32.8,35.5,percent,percent,
2022-10,2022,Canada (excluding territories),Women,Excellent or very good perceived health,48.0,46.0,50.1,percent,percent,
2022-10,2022,Canada (excluding territories),Women,Fair or poor perceived health,17.3,15.9,18.8,percent,percent,
2022-10,2022,Canada (excluding territories),Women,Good perceived health,34.6,32.7,36.6,percent,percent,
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,57.3,49.4,64.9,percent,percent,
2022-10,2022,Manitoba,Men,Fair or poor perceived health,13.9,9.3,20.1,percent,percent,
2022-10,2022,Manitoba,Men,Good perceived health,28.8,22.3,36.4,percent,percent,
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,52.6,47.0,58.0,percent,percent,
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,14.7,11.2,19.0,percent,percent,
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,32.7,27.8,38.1,percent,percent,
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,47.8,39.9,55.8,percent,percent,
2022-10,2022,Manitoba,Women,Fair or poor perceived health,15.5,10.8,21.7,percent,percent,
2022-10,2022,Manitoba,Women,Good perceived health,36.7,29.2,44.8,percent,percent,
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,41.4,33.7,49.5,percent,percent,
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,25.9,19.1,34.2,percent,percent,
2022-10,2022,New Brunswick,Men,Good perceived health,32.7,26.4,39.7,percent,percent,
2022-10,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,41.3,35.9,46.8,percent,percent,
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,21.1,16.9,26.2,percent,percent,
2022-10,2022,New Brunswick,"Total, all persons",Good perceived health,37.6,32.7,42.7,percent,percent,
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,41.2,34.1,48.7,percent,percent,
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,16.4,11.7,22.6,percent,percent,
2022-10,2022,New Brunswick,Women,Good perceived health,42.4,35.2,50.0,percent,percent,
2022-10,2022,Newfoundland and Labrador,Men,Excellent or very good perceived health,48.6,40.1,57.1,percent,percent,
2022-10,2022,Newfoundland and Labrador,Men,Fair or poor perceived health,17.6,12.9,23.5,percent,percent,
2022-10,2022,Newfoundland and Labrador,Men,Good perceived health,33.8,26.4,42.2,percent,percent,
2022-10,2022,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,48.8,43.3,54.4,percent,percent,
2022-10,2022,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,18.5,14.9,22.7,percent,percent,
2022-10,2022,Newfoundland and Labrador,"Total, all persons",Good perceived health,32.7,27.8,38.0,percent,percent,
2022-10,2022,Newfoundland and Labrador,Women,Excellent or very good perceived health,49.0,41.7,56.4,percent,percent,
2022-10,2022,Newfoundland and Labrador,Women,Fair or poor perceived health,19.3,14.3,25.7,percent,percent,
2022-10,2022,Newfoundland and Labrador,Women,Good perceived health,31.6,25.5,38.5,percent,percent,
2022-10,2022,Nova Scotia,Men,Excellent or very good perceived health,50.5,42.1,58.9,percent,percent,
2022-10,2022,Nova Scotia,Men,Fair or poor perceived health,16.1,11.1,22.6,percent,percent,
2022-10,2022,Nova Scotia,Men,Good perceived health,33.4,25.5,42.4,percent,percent,
2022-10,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,46.9,41.5,52.4,percent,percent,
2022-10,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,15.9,12.5,19.9,percent,percent,
2022-10,2022,Nova Scotia,"Total, all persons",Good perceived health,37.2,32.1,42.7,percent,percent,
2022-10,2022,Nova Scotia,Women,Excellent or very good perceived health,43.4,36.8,50.3,percent,percent,
2022-10,2022,Nova Scotia,Women,Fair or poor perceived health,15.6,11.5,21.0,percent,percent,
2022-10,2022,Nova Scotia,Women,Good perceived health,40.9,34.8,47.3,percent,percent,
2022-10,2022,Ontario,Men,Excellent or very good perceived health,47.9,44.1,51.7,percent,percent,
2022-10,2022,Ontario,Men,Fair or poor perceived health,16.9,14.3,19.9,percent,percent,
2022-10,2022,Ontario,Men,Good perceived health,35.2,31.5,39.0,percent,percent,
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,48.0,45.4,50.6,percent,percent,
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,18.1,16.2,20.1,percent,percent,
2022-10,2022,Ontario,"Total, all persons",Good perceived health,33.9,31.5,36.5,percent,percent,
2022-10,2022,Ontario,Women,Excellent or very good perceived health,48.1,44.5,51.7,percent,percent,
2022-10,2022,Ontario,Women,Fair or poor perceived health,19.2,16.6,22.1,percent,percent,
2022-10,2022,Ontario,Women,Good perceived health,32.7,29.3,36.2,percent,percent,
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,50.3,45.9,54.6,percent,percent,
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,15.4,12.7,18.6,percent,percent,
2022-10,2022,Prairies Region,Men,Good perceived health,34.3,30.3,38.6,percent,percent,
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,49.0,45.8,52.2,percent,percent,
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,15.7,13.6,18.1,percent,percent,
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,35.3,32.4,38.4,percent,percent,
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,47.7,43.2,52.4,percent,percent,
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,16.0,13.1,19.4,percent,percent,
2022-10,2022,Prairies Region,Women,Good perceived health,36.3,32.1,40.7,percent,percent,
2022-10,2022,Prince Edward Island,Men,Excellent or very good perceived health,44.3,33.4,55.8,percent,percent,
2022-10,2022,Prince Edward Island,Men,Fair or poor perceived health,21.0,13.0,32.1,percent,percent,
2022-10,2022,Prince Edward Island,Men,Good perceived health,34.7,25.9,44.6,percent,percent,
2022-10,2022,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,43.5,36.5,50.8,percent,percent,
2022-10,2022,Prince Edward Island,"Total, all persons",Fair or poor perceived health,16.9,12.3,22.9,percent,percent,
2022-10,2022,Prince Edward Island,"Total, all persons",Good perceived health,39.5,33.3,46.1,percent,percent,
2022-10,2022,Prince Edward Island,Women,Excellent or very good perceived health,42.7,34.5,51.4,percent,percent,
2022-10,2022,Prince Edward Island,Women,Fair or poor perceived health,12.9,9.0,18.0,percent,percent,
2022-10,2022,Prince Edward Island,Women,Good perceived health,44.4,35.9,53.3,percent,percent,
2022-10,2022,Quebec,Men,Excellent or very good perceived health,59.5,55.1,63.8,percent,percent,
2022-10,2022,Quebec,Men,Fair or poor perceived health,9.3,7.3,11.9,percent,percent,
2022-10,2022,Quebec,Men,Good perceived health,31.1,26.9,35.7,percent,percent,
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,55.5,52.4,58.4,percent,percent,
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,11.5,9.8,13.5,percent,percent,
2022-10,2022,Quebec,"Total, all persons",Good perceived health,33.1,30.1,36.1,percent,percent,
2022-10,2022,Quebec,Women,Excellent or very good perceived health,51.5,47.3,55.5,percent,percent,
2022-10,2022,Quebec,Women,Fair or poor perceived health,13.6,10.8,16.9,percent,percent,
2022-10,2022,Quebec,Women,Good perceived health,35.0,31.2,38.9,percent,percent,
2022-10,2022,Saskatchewan,Men,Excellent or very good perceived health,40.7,33.2,48.6,percent,percent,
2022-10,2022,Saskatchewan,Men,Fair or poor perceived health,14.9,10.2,21.2,percent,percent,
2022-10,2022,Saskatchewan,Men,Good perceived health,44.5,36.9,52.3,percent,percent,
2022-10,2022,Saskatchewan,"Total, all persons",Excellent or very good perceived health,42.0,36.9,47.4,percent,percent,
2022-10,2022,Saskatchewan,"Total, all persons",Fair or poor perceived health,14.9,11.8,18.5,percent,percent,
2022-10,2022,Saskatchewan,"Total, all persons",Good perceived health,43.1,37.9,48.5,percent,percent,
2022-10,2022,Saskatchewan,Women,Excellent or very good perceived health,43.4,36.1,51.0,percent,percent,
2022-10,2022,Saskatchewan,Women,Fair or poor perceived health,14.9,11.1,19.6,percent,percent,
2022-10,2022,Saskatchewan,Women,Good perceived health,41.7,34.6,49.2,percent,percent,
2023-04,2023,Alberta,Men,Excellent or very good perceived health,51.8,45.7,57.8,percent,percent,
2023-04,2023,Alberta,Men,Fair or poor perceived health,16.0,12.2,20.5,percent,percent,
2023-04,2023,Alberta,Men,Good perceived health,32.2,26.6,38.4,percent,percent,
2023-04,2023,Alberta,"Total, all persons",Excellent or very good perceived health,49.1,44.7,53.5,percent,percent,
2023-04,2023,Alberta,"Total, all persons",Fair or poor perceived health,15.8,13.0,18.9,percent,percent,
2023-04,2023,Alberta,"Total, all persons",Good perceived health,35.2,31.0,39.6,percent,percent,
2023-04,2023,Alberta,Women,Excellent or very good perceived health,46.4,39.9,53.0,percent,percent,
2023-04,2023,Alberta,Women,Fair or poor perceived health,15.6,11.6,20.5,percent,percent,
2023-04,2023,Alberta,Women,Good perceived health,38.1,31.9,44.7,percent,percent,
2023-04,2023,Atlantic Region,Men,Excellent or very good perceived health,46.3,41.4,51.2,percent,percent,
2023-04,2023,Atlantic Region,Men,Fair or poor perceived health,16.9,13.6,20.9,percent,percent,
2023-04,2023,Atlantic Region,Men,Good perceived health,36.8,32.0,41.9,percent,percent,
2023-04,2023,Atlantic Region,"Total, all persons",Excellent or very good perceived health,46.3,43.0,49.6,percent,percent,
2023-04,2023,Atlantic Region,"Total, all persons",Fair or poor perceived health,18.2,15.9,20.7,percent,percent,
2023-04,2023,Atlantic Region,"Total, all persons",Good perceived health,35.5,32.4,38.8,percent,percent,
2023-04,2023,Atlantic Region,Women,Excellent or very good perceived health,46.3,42.2,50.5,percent,percent,
2023-04,2023,Atlantic Region,Women,Fair or poor perceived health,19.4,16.5,22.6,percent,percent,
2023-04,2023,Atlantic Region,Women,Good perceived health,34.3,30.4,38.4,percent,percent,
2023-04,2023,British Columbia,Men,Excellent or very good perceived health,48.7,43.0,54.5,percent,percent,
2023-04,2023,British Columbia,Men,Fair or poor perceived health,17.2,13.0,22.2,percent,percent,
2023-04,2023,British Columbia,Men,Good perceived health,34.1,29.0,39.7,percent,percent,
2023-04,2023,British Columbia,"Total, all persons",Excellent or very good perceived health,45.2,41.4,49.2,percent,percent,
2023-04,2023,British Columbia,"Total, all persons",Fair or poor perceived health,18.4,15.5,21.6,percent,percent,
2023-04,2023,British Columbia,"Total, all persons",Good perceived health,36.4,32.7,40.2,percent,percent,
2023-04,2023,British Columbia,Women,Excellent or very good perceived health,41.9,36.6,47.3,percent,percent,
2023-04,2023,British Columbia,Women,Fair or poor perceived health,19.5,15.6,24.2,percent,percent,
2023-04,2023,British Columbia,Women,Good perceived health,38.6,33.4,44.1,percent,percent,
2023-04,2023,Canada (excluding territories),Men,Excellent or very good perceived health,49.5,47.4,51.6,percent,percent,
