ref_date_raw,start_year,geo,sex,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2021-10,2021,New Brunswick,Men,Excellent or very good perceived health,45.4,39.0,52.0,percent,percent,
2021-10,2021,New Brunswick,Men,Fair or poor perceived health,20.0,15.3,25.7,percent,percent,
2021-10,2021,New Brunswick,Men,Good perceived health,34.6,28.4,41.3,percent,percent,
2021-10,2021,New Brunswick,"Total, all persons",Excellent or very good perceived health,47.4,42.9,51.9,percent,percent,
2021-10,2021,New Brunswick,"Total, all persons",Fair or poor perceived health,17.8,14.7,21.4,percent,percent,
2021-10,2021,New Brunswick,"Total, all persons",Good perceived health,34.8,30.5,39.4,percent,percent,
2021-10,2021,New Brunswick,Women,Excellent or very good perceived health,49.2,43.0,55.5,percent,percent,
2021-10,2021,New Brunswick,Women,Fair or poor perceived health,15.7,12.0,20.4,percent,percent,
2021-10,2021,New Brunswick,Women,Good perceived health,35.0,29.1,41.4,percent,percent,
2021-10,2021,Newfoundland and Labrador,Men,Excellent or very good perceived health,50.5,43.0,57.9,percent,percent,
2021-10,2021,Newfoundland and Labrador,Men,Fair or poor perceived health,14.4,10.1,20.1,percent,percent,
2021-10,2021,Newfoundland and Labrador,Men,Good perceived health,35.1,27.8,43.3,percent,percent,
2021-10,2021,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,51.8,46.5,56.9,percent,percent,
2021-10,2021,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,16.6,13.1,20.8,percent,percent,
2021-10,2021,Newfoundland and Labrador,"Total, all persons",Good perceived health,31.6,26.9,36.8,percent,percent,
2021-10,2021,Newfoundland and Labrador,Women,Excellent or very good perceived health,53.0,45.9,60.0,percent,percent,
2021-10,2021,Newfoundland and Labrador,Women,Fair or poor perceived health,18.8,13.6,25.3,percent,percent,
2021-10,2021,Newfoundland and Labrador,Women,Good perceived health,28.2,22.4,34.9,percent,percent,
2021-10,2021,Nova Scotia,Men,Excellent or very good perceived health,37.6,30.8,45.0,percent,percent,
2021-10,2021,Nova Scotia,Men,Fair or poor perceived health,23.8,18.0,30.6,percent,percent,
2021-10,2021,Nova Scotia,Men,Good perceived health,38.6,31.7,46.0,percent,percent,
2021-10,2021,Nova Scotia,"Total, all persons",Excellent or very good perceived health,43.9,39.2,48.8,percent,percent,
2021-10,2021,Nova Scotia,"Total, all persons",Fair or poor perceived health,20.3,16.7,24.4,percent,percent,
2021-10,2021,Nova Scotia,"Total, all persons",Good perceived health,35.8,31.4,40.5,percent,percent,
2021-10,2021,Nova Scotia,Women,Excellent or very good perceived health,50.0,43.6,56.4,percent,percent,
2021-10,2021,Nova Scotia,Women,Fair or poor perceived health,16.9,12.5,22.5,percent,percent,
2021-10,2021,Nova Scotia,Women,Good perceived health,33.1,27.2,39.6,percent,percent,
2021-10,2021,Ontario,Men,Excellent or very good perceived health,52.1,48.7,55.5,percent,percent,
2021-10,2021,Ontario,Men,Fair or poor perceived health,16.1,13.8,18.6,percent,percent,
2021-10,2021,Ontario,Men,Good perceived health,31.9,29.0,34.9,percent,percent,
2021-10,2021,Ontario,"Total, all persons",Excellent or very good perceived health,51.1,48.8,53.3,percent,percent,
2021-10,2021,Ontario,"Total, all persons",Fair or poor perceived health,16.4,14.8,18.1,percent,percent,
2021-10,2021,Ontario,"Total, all persons",Good perceived health,32.6,30.5,34.7,percent,percent,
2021-10,2021,Ontario,Women,Excellent or very good perceived health,50.1,47.0,53.1,percent,percent,
2021-10,2021,Ontario,Women,Fair or poor perceived health,16.7,14.5,19.1,percent,percent,
2021-10,2021,Ontario,Women,Good perceived health,33.2,30.4,36.2,percent,percent,
2021-10,2021,Prairies Region,Men,Excellent or very good perceived health,54.5,50.4,58.5,percent,percent,
2021-10,2021,Prairies Region,Men,Fair or poor perceived health,13.0,10.6,15.9,percent,percent,
2021-10,2021,Prairies Region,Men,Good perceived health,32.5,28.8,36.4,percent,percent,
2021-10,2021,Prairies Region,"Total, all persons",Excellent or very good perceived health,52.0,49.3,54.7,percent,percent,
2021-10,2021,Prairies Region,"Total, all persons",Fair or poor perceived health,13.9,12.1,15.9,percent,percent,
2021-10,2021,Prairies Region,"Total, all persons",Good perceived health,34.1,31.4,36.8,percent,percent,
2021-10,2021,Prairies Region,Women,Excellent or very good perceived health,49.6,45.8,53.3,percent,percent,
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,14.8,12.3,17.7,percent,percent,
2021-10,2021,Prairies Region,Women,Good perceived health,35.7,32.1,39.4,percent,percent,
2021-10,2021,Prince Edward Island,Men,Excellent or very good perceived health,56.4,47.9,64.5,percent,percent,
2021-10,2021,Prince Edward Island,Men,Fair or poor perceived health,13.8,8.8,21.1,percent,percent,
2021-10,2021,Prince Edward Island,Men,Good perceived health,29.8,22.7,38.1,percent,percent,
2021-10,2021,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,56.4,50.9,61.7,percent,percent,
2021-10,2021,Prince Edward Island,"Total, all persons",Fair or poor perceived health,12.6,9.4,16.6,percent,percent,
2021-10,2021,Prince Edward Island,"Total, all persons",Good perceived health,31.1,26.1,36.5,percent,percent,
2021-10,2021,Prince Edward Island,Women,Excellent or very good perceived health,56.3,49.5,62.9,percent,percent,
2021-10,2021,Prince Edward Island,Women,Fair or poor perceived health,11.4,8.2,15.7,percent,percent,
2021-10,2021,Prince Edward Island,Women,Good perceived health,32.3,25.8,39.5,percent,percent,
2021-10,2021,Quebec,Men,Excellent or very good perceived health,56.3,52.4,60.1,percent,percent,
2021-10,2021,Quebec,Men,Fair or poor perceived health,10.3,8.0,13.3,percent,percent,
2021-10,2021,Quebec,Men,Good perceived health,33.4,29.7,37.2,percent,percent,
2021-10,2021,Quebec,"Total, all persons",Excellent or very good perceived health,56.2,53.6,58.6,percent,percent,
2021-10,2021,Quebec,"Total, all persons",Fair or poor perceived health,11.6,9.9,13.5,percent,percent,
2021-10,2021,Quebec,"Total, all persons",Good perceived health,32.3,29.9,34.7,percent,percent,
2021-10,2021,Quebec,Women,Excellent or very good perceived health,56.0,52.6,59.3,percent,percent,
2021-10,2021,Quebec,Women,Fair or poor perceived health,12.8,10.6,15.4,percent,percent,
2021-10,2021,Quebec,Women,Good perceived health,31.2,28.3,34.3,percent,percent,
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,58.2,51.3,64.8,percent,percent,
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,12.8,9.0,18.1,percent,percent,
2021-10,2021,Saskatchewan,Men,Good perceived health,29.0,23.2,35.6,percent,percent,
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,55.4,50.6,60.1,percent,percent,
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,13.6,10.7,17.3,percent,percent,
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,31.0,26.8,35.4,percent,percent,
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,52.6,45.9,59.3,percent,percent,
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,14.4,10.2,20.0,percent,percent,
2021-10,2021,Saskatchewan,Women,Good perceived health,32.9,27.3,39.2,percent,percent,
2022-01,2022,Alberta,Men,Excellent or very good perceived health,53.7,48.1,59.1,percent,percent,
2022-01,2022,Alberta,Men,Fair or poor perceived health,13.9,10.4,18.2,percent,percent,
2022-01,2022,Alberta,Men,Good perceived health,32.5,27.4,38.0,percent,percent,
2022-01,2022,Alberta,"Total, all persons",Excellent or very good perceived health,51.5,47.8,55.3,percent,percent,
2022-01,2022,Alberta,"Total, all persons",Fair or poor perceived health,14.9,12.3,17.9,percent,percent,
2022-01,2022,Alberta,"Total, all persons",Good perceived health,33.6,30.0,37.3,percent,percent,
2022-01,2022,Alberta,Women,Excellent or very good perceived health,49.4,44.1,54.8,percent,percent,
2022-01,2022,Alberta,Women,Fair or poor perceived health,15.9,12.2,20.5,percent,percent,
2022-01,2022,Alberta,Women,Good perceived health,34.7,29.7,40.0,percent,percent,
2022-01,2022,Atlantic Region,Men,Excellent or very good perceived health,53.1,48.2,58.0,percent,percent,
2022-01,2022,Atlantic Region,Men,Fair or poor perceived health,15.4,12.0,19.6,percent,percent,
2022-01,2022,Atlantic Region,Men,Good perceived health,31.5,27.6,35.7,percent,percent,
2022-01,2022,Atlantic Region,"Total, all persons",Excellent or very good perceived health,51.9,48.8,55.0,percent,percent,
2022-01,2022,Atlantic Region,"Total, all persons",Fair or poor perceived health,16.5,14.2,19.1,percent,percent,
2022-01,2022,Atlantic Region,"Total, all persons",Good perceived health,31.6,29.0,34.3,percent,percent,
2022-01,2022,Atlantic Region,Women,Excellent or very good perceived health,50.7,46.9,54.5,percent,percent,
2022-01,2022,Atlantic Region,Women,Fair or poor perceived health,17.6,14.8,20.8,percent,percent,
2022-01,2022,Atlantic Region,Women,Good perceived health,31.7,28.2,35.4,percent,percent,
2022-01,2022,British Columbia,Men,Excellent or very good perceived health,53.9,48.2,59.4,percent,percent,
2022-01,2022,British Columbia,Men,Fair or poor perceived health,14.9,11.7,18.8,percent,percent,
2022-01,2022,British Columbia,Men,Good perceived health,31.3,26.2,36.9,percent,percent,
2022-01,2022,British Columbia,"Total, all persons",Excellent or very good perceived health,49.5,46.1,53.0,percent,percent,
2022-01,2022,British Columbia,"Total, all persons",Fair or poor perceived health,15.2,13.1,17.7,percent,percent,
2022-01,2022,British Columbia,"Total, all persons",Good perceived health,35.2,32.0,38.6,percent,percent,
2022-01,2022,British Columbia,Women,Excellent or very good perceived health,45.4,41.3,49.6,percent,percent,
2022-01,2022,British Columbia,Women,Fair or poor perceived health,15.6,12.7,18.9,percent,percent,
2022-01,2022,British Columbia,Women,Good perceived health,39.0,35.1,43.1,percent,percent,
2022-01,2022,Canada (excluding territories),Men,Excellent or very good perceived health,55.8,53.9,57.8,percent,percent,
2022-01,2022,Canada (excluding territories),Men,Fair or poor perceived health,12.6,11.4,13.8,percent,percent,
2022-01,2022,Canada (excluding territories),Men,Good perceived health,31.6,29.8,33.4,percent,percent,
2022-01,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,53.6,52.3,54.9,percent,percent,
2022-01,2022,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,13.5,12.7,14.4,percent,percent,
2022-01,2022,Canada (excluding territories),"Total, all persons",Good perceived health,32.9,31.7,34.1,percent,percent,
2022-01,2022,Canada (excluding territories),Women,Excellent or very good perceived health,51.5,49.7,53.3,percent,percent,
2022-01,2022,Canada (excluding territories),Women,Fair or poor perceived health,14.4,13.2,15.7,percent,percent,
2022-01,2022,Canada (excluding territories),Women,Good perceived health,34.1,32.4,35.9,percent,percent,
2022-01,2022,Manitoba,Men,Excellent or very good perceived health,53.5,45.5,61.3,percent,percent,
2022-01,2022,Manitoba,Men,Fair or poor perceived health,12.1,8.3,17.3,percent,percent,
2022-01,2022,Manitoba,Men,Good perceived health,34.4,26.9,42.8,percent,percent,
2022-01,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,54.0,49.2,58.8,percent,percent,
2022-01,2022,Manitoba,"Total, all persons",Fair or poor perceived health,13.2,10.4,16.5,percent,percent,
2022-01,2022,Manitoba,"Total, all persons",Good perceived health,32.8,28.2,37.8,percent,percent,
2022-01,2022,Manitoba,Women,Excellent or very good perceived health,54.6,48.4,60.6,percent,percent,
2022-01,2022,Manitoba,Women,Fair or poor perceived health,14.2,10.6,18.9,percent,percent,
2022-01,2022,Manitoba,Women,Good perceived health,31.2,25.8,37.2,percent,percent,
2022-01,2022,New Brunswick,Men,Excellent or very good perceived health,51.8,44.2,59.3,percent,percent,
2022-01,2022,New Brunswick,Men,Fair or poor perceived health,11.2,7.4,16.7,percent,percent,
2022-01,2022,New Brunswick,Men,Good perceived health,37.0,29.7,44.9,percent,percent,
2022-01,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,52.4,47.5,57.3,percent,percent,
2022-01,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,15.4,12.4,18.9,percent,percent,
2022-01,2022,New Brunswick,"Total, all persons",Good perceived health,32.2,27.7,37.0,percent,percent,
2022-01,2022,New Brunswick,Women,Excellent or very good perceived health,53.0,46.8,59.2,percent,percent,
2022-01,2022,New Brunswick,Women,Fair or poor perceived health,19.5,15.2,24.5,percent,percent,
2022-01,2022,New Brunswick,Women,Good perceived health,27.5,22.2,33.5,percent,percent,
2022-01,2022,Newfoundland and Labrador,Men,Excellent or very good perceived health,56.9,48.4,65.1,percent,percent,
2022-01,2022,Newfoundland and Labrador,Men,Fair or poor perceived health,15.5,10.9,21.8,percent,percent,
2022-01,2022,Newfoundland and Labrador,Men,Good perceived health,27.5,20.4,36.0,percent,percent,
2022-01,2022,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,55.1,49.5,60.5,percent,percent,
2022-01,2022,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,16.8,13.1,21.3,percent,percent,
2022-01,2022,Newfoundland and Labrador,"Total, all persons",Good perceived health,28.1,23.3,33.5,percent,percent,
2022-01,2022,Newfoundland and Labrador,Women,Excellent or very good perceived health,53.3,45.9,60.6,percent,percent,
2022-01,2022,Newfoundland and Labrador,Women,Fair or poor perceived health,18.0,12.6,24.9,percent,percent,
2022-01,2022,Newfoundland and Labrador,Women,Good perceived health,28.7,22.7,35.5,percent,percent,
2022-01,2022,Nova Scotia,Men,Excellent or very good perceived health,53.0,43.7,62.1,percent,percent,
2022-01,2022,Nova Scotia,Men,Fair or poor perceived health,18.9,12.0,28.5,percent,percent,
2022-01,2022,Nova Scotia,Men,Good perceived health,28.1,22.3,34.8,percent,percent,
2022-01,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,49.4,43.6,55.3,percent,percent,
2022-01,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,17.9,13.6,23.3,percent,percent,
2022-01,2022,Nova Scotia,"Total, all persons",Good perceived health,32.7,28.1,37.5,percent,percent,
2022-01,2022,Nova Scotia,Women,Excellent or very good perceived health,46.1,39.4,53.0,percent,percent,
2022-01,2022,Nova Scotia,Women,Fair or poor perceived health,17.0,12.1,23.4,percent,percent,
2022-01,2022,Nova Scotia,Women,Good perceived health,36.9,30.1,44.2,percent,percent,
2022-01,2022,Ontario,Men,Excellent or very good perceived health,55.6,52.1,59.0,percent,percent,
2022-01,2022,Ontario,Men,Fair or poor perceived health,12.8,10.7,15.1,percent,percent,
2022-01,2022,Ontario,Men,Good perceived health,31.6,28.5,34.9,percent,percent,
2022-01,2022,Ontario,"Total, all persons",Excellent or very good perceived health,53.2,50.8,55.5,percent,percent,
2022-01,2022,Ontario,"Total, all persons",Fair or poor perceived health,14.1,12.6,15.7,percent,percent,
2022-01,2022,Ontario,"Total, all persons",Good perceived health,32.7,30.6,34.9,percent,percent,
2022-01,2022,Ontario,Women,Excellent or very good perceived health,50.8,47.6,54.0,percent,percent,
2022-01,2022,Ontario,Women,Fair or poor perceived health,15.3,13.1,17.9,percent,percent,
2022-01,2022,Ontario,Women,Good perceived health,33.9,30.9,36.9,percent,percent,
2022-01,2022,Prairies Region,Men,Excellent or very good perceived health,54.4,50.3,58.4,percent,percent,
2022-01,2022,Prairies Region,Men,Fair or poor perceived health,13.1,10.7,16.1,percent,percent,
2022-01,2022,Prairies Region,Men,Good perceived health,32.4,28.6,36.5,percent,percent,
2022-01,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,52.0,49.3,54.7,percent,percent,
2022-01,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,14.8,12.9,16.8,percent,percent,
2022-01,2022,Prairies Region,"Total, all persons",Good perceived health,33.3,30.7,35.9,percent,percent,
2022-01,2022,Prairies Region,Women,Excellent or very good perceived health,49.6,45.8,53.4,percent,percent,
2022-01,2022,Prairies Region,Women,Fair or poor perceived health,16.3,13.6,19.5,percent,percent,
2022-01,2022,Prairies Region,Women,Good perceived health,34.1,30.5,37.8,percent,percent,
2022-01,2022,Prince Edward Island,Men,Excellent or very good perceived health,48.0,39.9,56.3,percent,percent,
2022-01,2022,Prince Edward Island,Men,Fair or poor perceived health,14.2,10.0,19.8,percent,percent,
2022-01,2022,Prince Edward Island,Men,Good perceived health,37.8,30.0,46.1,percent,percent,
2022-01,2022,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,53.8,48.7,58.9,percent,percent,
2022-01,2022,Prince Edward Island,"Total, all persons",Fair or poor perceived health,12.7,9.9,16.1,percent,percent,
2022-01,2022,Prince Edward Island,"Total, all persons",Good perceived health,33.5,28.9,38.4,percent,percent,
2022-01,2022,Prince Edward Island,Women,Excellent or very good perceived health,59.4,52.9,65.6,percent,percent,
2022-01,2022,Prince Edward Island,Women,Fair or poor perceived health,11.2,7.8,15.8,percent,percent,
2022-01,2022,Prince Edward Island,Women,Good perceived health,29.4,23.9,35.6,percent,percent,
2022-01,2022,Quebec,Men,Excellent or very good perceived health,59.3,55.4,63.1,percent,percent,
2022-01,2022,Quebec,Men,Fair or poor perceived health,9.6,7.7,12.0,percent,percent,
2022-01,2022,Quebec,Men,Good perceived health,31.1,27.5,34.8,percent,percent,
2022-01,2022,Quebec,"Total, all persons",Excellent or very good perceived health,58.7,56.2,61.2,percent,percent,
2022-01,2022,Quebec,"Total, all persons",Fair or poor perceived health,9.6,8.2,11.0,percent,percent,
2022-01,2022,Quebec,"Total, all persons",Good perceived health,31.7,29.3,34.2,percent,percent,
2022-01,2022,Quebec,Women,Excellent or very good perceived health,58.1,54.7,61.5,percent,percent,
2022-01,2022,Quebec,Women,Fair or poor perceived health,9.5,7.8,11.5,percent,percent,
2022-01,2022,Quebec,Women,Good perceived health,32.4,29.1,35.8,percent,percent,
2022-01,2022,Saskatchewan,Men,Excellent or very good perceived health,58.6,51.3,65.5,percent,percent,
2022-01,2022,Saskatchewan,Men,Fair or poor perceived health,11.5,8.0,16.2,percent,percent,
2022-01,2022,Saskatchewan,Men,Good perceived health,30.0,23.4,37.4,percent,percent,
2022-01,2022,Saskatchewan,"Total, all persons",Excellent or very good perceived health,51.4,46.2,56.6,percent,percent,
2022-01,2022,Saskatchewan,"Total, all persons",Fair or poor perceived health,16.1,12.8,20.0,percent,percent,
2022-01,2022,Saskatchewan,"Total, all persons",Good perceived health,32.5,27.8,37.7,percent,percent,
2022-01,2022,Saskatchewan,Women,Excellent or very good perceived health,44.5,37.7,51.6,percent,percent,
2022-01,2022,Saskatchewan,Women,Fair or poor perceived health,20.5,15.2,27.0,percent,percent,
2022-01,2022,Saskatchewan,Women,Good perceived health,35.0,28.6,42.0,percent,percent,
2022-04,2022,Alberta,Men,Excellent or very good perceived health,46.2,40.2,52.3,percent,percent,
2022-04,2022,Alberta,Men,Fair or poor perceived health,11.2,8.2,15.1,percent,percent,
2022-04,2022,Alberta,Men,Good perceived health,42.6,36.6,48.9,percent,percent,
2022-04,2022,Alberta,"Total, all persons",Excellent or very good perceived health,49.7,45.6,53.9,percent,percent,
2022-04,2022,Alberta,"Total, all persons",Fair or poor perceived health,13.6,11.3,16.3,percent,percent,
2022-04,2022,Alberta,"Total, all persons",Good perceived health,36.7,32.7,40.8,percent,percent,
2022-04,2022,Alberta,Women,Excellent or very good perceived health,53.3,48.1,58.5,percent,percent,
2022-04,2022,Alberta,Women,Fair or poor perceived health,16.0,12.7,20.0,percent,percent,
2022-04,2022,Alberta,Women,Good perceived health,30.6,26.0,35.7,percent,percent,
2022-04,2022,Atlantic Region,Men,Excellent or very good perceived health,49.5,45.1,53.9,percent,percent,
2022-04,2022,Atlantic Region,Men,Fair or poor perceived health,16.3,13.4,19.5,percent,percent,
2022-04,2022,Atlantic Region,Men,Good perceived health,34.2,30.1,38.6,percent,percent,
2022-04,2022,Atlantic Region,"Total, all persons",Excellent or very good perceived health,49.4,46.4,52.5,percent,percent,
2022-04,2022,Atlantic Region,"Total, all persons",Fair or poor perceived health,16.0,14.1,18.2,percent,percent,
2022-04,2022,Atlantic Region,"Total, all persons",Good perceived health,34.5,31.7,37.4,percent,percent,
2022-04,2022,Atlantic Region,Women,Excellent or very good perceived health,49.4,45.2,53.6,percent,percent,
2022-04,2022,Atlantic Region,Women,Fair or poor perceived health,15.8,13.5,18.5,percent,percent,
2022-04,2022,Atlantic Region,Women,Good perceived health,34.8,30.9,38.8,percent,percent,
2022-04,2022,British Columbia,Men,Excellent or very good perceived health,48.3,43.1,53.6,percent,percent,
2022-04,2022,British Columbia,Men,Fair or poor perceived health,18.0,14.3,22.4,percent,percent,
2022-04,2022,British Columbia,Men,Good perceived health,33.7,28.8,38.9,percent,percent,
2022-04,2022,British Columbia,"Total, all persons",Excellent or very good perceived health,47.0,43.6,50.4,percent,percent,
2022-04,2022,British Columbia,"Total, all persons",Fair or poor perceived health,17.7,15.2,20.5,percent,percent,
2022-04,2022,British Columbia,"Total, all persons",Good perceived health,35.3,32.0,38.6,percent,percent,
2022-04,2022,British Columbia,Women,Excellent or very good perceived health,45.8,41.2,50.4,percent,percent,
2022-04,2022,British Columbia,Women,Fair or poor perceived health,17.5,14.3,21.1,percent,percent,
2022-04,2022,British Columbia,Women,Good perceived health,36.7,32.5,41.2,percent,percent,
2022-04,2022,Canada (excluding territories),Men,Excellent or very good perceived health,51.1,49.2,52.9,percent,percent,
2022-04,2022,Canada (excluding territories),Men,Fair or poor perceived health,13.3,12.1,14.6,percent,percent,
2022-04,2022,Canada (excluding territories),Men,Good perceived health,35.7,33.8,37.6,percent,percent,
2022-04,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,50.5,49.2,51.9,percent,percent,
2022-04,2022,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,14.5,13.7,15.4,percent,percent,
2022-04,2022,Canada (excluding territories),"Total, all persons",Good perceived health,34.9,33.6,36.2,percent,percent,
2022-04,2022,Canada (excluding territories),Women,Excellent or very good perceived health,50.1,48.3,51.9,percent,percent,
2022-04,2022,Canada (excluding territories),Women,Fair or poor perceived health,15.8,14.6,17.1,percent,percent,
2022-04,2022,Canada (excluding territories),Women,Good perceived health,34.2,32.5,35.9,percent,percent,
2022-04,2022,Manitoba,Men,Excellent or very good perceived health,53.5,45.1,61.6,percent,percent,
2022-04,2022,Manitoba,Men,Fair or poor perceived health,12.9,8.8,18.6,percent,percent,
2022-04,2022,Manitoba,Men,Good perceived health,33.6,26.2,41.8,percent,percent,
2022-04,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,51.7,46.2,57.2,percent,percent,
2022-04,2022,Manitoba,"Total, all persons",Fair or poor perceived health,12.7,9.9,16.2,percent,percent,
2022-04,2022,Manitoba,"Total, all persons",Good perceived health,35.5,30.5,40.9,percent,percent,
2022-04,2022,Manitoba,Women,Excellent or very good perceived health,50.0,42.8,57.2,percent,percent,
2022-04,2022,Manitoba,Women,Fair or poor perceived health,12.5,9.1,17.1,percent,percent,
2022-04,2022,Manitoba,Women,Good perceived health,37.5,30.8,44.6,percent,percent,
2022-04,2022,New Brunswick,Men,Excellent or very good perceived health,40.6,32.3,49.4,percent,percent,
2022-04,2022,New Brunswick,Men,Fair or poor perceived health,20.4,14.2,28.3,percent,percent,
2022-04,2022,New Brunswick,Men,Good perceived health,39.1,30.9,48.0,percent,percent,
2022-04,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,44.9,39.5,50.3,percent,percent,
2022-04,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,17.4,13.6,22.0,percent,percent,
2022-04,2022,New Brunswick,"Total, all persons",Good perceived health,37.7,32.7,43.1,percent,percent,
2022-04,2022,New Brunswick,Women,Excellent or very good perceived health,49.1,42.6,55.7,percent,percent,
2022-04,2022,New Brunswick,Women,Fair or poor perceived health,14.5,10.6,19.5,percent,percent,
2022-04,2022,New Brunswick,Women,Good perceived health,36.4,30.5,42.6,percent,percent,
2022-04,2022,Newfoundland and Labrador,Men,Excellent or very good perceived health,56.0,47.3,64.3,percent,percent,
2022-04,2022,Newfoundland and Labrador,Men,Fair or poor perceived health,14.2,10.1,19.5,percent,percent,
2022-04,2022,Newfoundland and Labrador,Men,Good perceived health,29.8,22.6,38.3,percent,percent,
2022-04,2022,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,54.0,48.2,59.7,percent,percent,
2022-04,2022,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,14.9,11.9,18.6,percent,percent,
2022-04,2022,Newfoundland and Labrador,"Total, all persons",Good perceived health,31.1,26.1,36.4,percent,percent,
2022-04,2022,Newfoundland and Labrador,Women,Excellent or very good perceived health,52.1,44.7,59.4,percent,percent,
2022-04,2022,Newfoundland and Labrador,Women,Fair or poor perceived health,15.7,11.7,20.7,percent,percent,
2022-04,2022,Newfoundland and Labrador,Women,Good perceived health,32.2,25.8,39.4,percent,percent,
2022-04,2022,Nova Scotia,Men,Excellent or very good perceived health,52.2,45.2,59.1,percent,percent,
2022-04,2022,Nova Scotia,Men,Fair or poor perceived health,14.1,10.0,19.6,percent,percent,
2022-04,2022,Nova Scotia,Men,Good perceived health,33.7,27.2,40.9,percent,percent,
2022-04,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,49.6,44.3,54.9,percent,percent,
2022-04,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,15.9,12.9,19.5,percent,percent,
2022-04,2022,Nova Scotia,"Total, all persons",Good perceived health,34.5,29.6,39.8,percent,percent,
2022-04,2022,Nova Scotia,Women,Excellent or very good perceived health,47.1,39.2,55.1,percent,percent,
2022-04,2022,Nova Scotia,Women,Fair or poor perceived health,17.6,13.6,22.5,percent,percent,
2022-04,2022,Nova Scotia,Women,Good perceived health,35.3,28.1,43.4,percent,percent,
2022-04,2022,Ontario,Men,Excellent or very good perceived health,49.2,45.9,52.5,percent,percent,
2022-04,2022,Ontario,Men,Fair or poor perceived health,13.3,11.3,15.6,percent,percent,
2022-04,2022,Ontario,Men,Good perceived health,37.5,34.3,40.9,percent,percent,
2022-04,2022,Ontario,"Total, all persons",Excellent or very good perceived health,48.0,45.8,50.3,percent,percent,
2022-04,2022,Ontario,"Total, all persons",Fair or poor perceived health,15.9,14.3,17.6,percent,percent,
2022-04,2022,Ontario,"Total, all persons",Good perceived health,36.1,33.9,38.3,percent,percent,
2022-04,2022,Ontario,Women,Excellent or very good perceived health,47.0,43.8,50.1,percent,percent,
2022-04,2022,Ontario,Women,Fair or poor perceived health,18.4,16.1,21.0,percent,percent,
2022-04,2022,Ontario,Women,Good perceived health,34.6,31.8,37.6,percent,percent,
2022-04,2022,Prairies Region,Men,Excellent or very good perceived health,49.0,44.6,53.5,percent,percent,
2022-04,2022,Prairies Region,Men,Fair or poor perceived health,11.4,9.2,14.1,percent,percent,
2022-04,2022,Prairies Region,Men,Good perceived health,39.5,35.2,44.0,percent,percent,
2022-04,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,50.2,47.3,53.2,percent,percent,
2022-04,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,13.5,11.8,15.4,percent,percent,
2022-04,2022,Prairies Region,"Total, all persons",Good perceived health,36.3,33.4,39.2,percent,percent,
2022-04,2022,Prairies Region,Women,Excellent or very good perceived health,51.4,47.7,55.2,percent,percent,
2022-04,2022,Prairies Region,Women,Fair or poor perceived health,15.6,13.2,18.4,percent,percent,
2022-04,2022,Prairies Region,Women,Good perceived health,32.9,29.4,36.7,percent,percent,
2022-04,2022,Prince Edward Island,Men,Excellent or very good perceived health,56.2,48.8,63.3,percent,percent,
2022-04,2022,Prince Edward Island,Men,Fair or poor perceived health,16.1,11.3,22.3,percent,percent,
2022-04,2022,Prince Edward Island,Men,Good perceived health,27.7,21.7,34.7,percent,percent,
2022-04,2022,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,56.1,51.1,61.0,percent,percent,
