ref_date_raw,start_year,geo,sex,age_group,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2015,2015,British Columbia,Males,65 years and over,"Positive mental health, flourishing",79.8,75.9,83.7,percent,percent,
2015,2015,British Columbia,Males,65 years and over,Suicidal thoughts (15 years and over),7.7,4.9,10.4,percent,percent,E
2015,2015,British Columbia,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,9.1,7.7,10.5,percent,percent,
2015,2015,British Columbia,Males,"Total, 12 years and over","Positive mental health, flourishing",78.9,76.7,81.1,percent,percent,
2015,2015,British Columbia,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),10.6,8.9,12.2,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,11.3,9.8,12.7,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,12 to 17 years,"Positive mental health, flourishing",86.1,84.7,87.6,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),10.0,8.3,11.7,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,16.9,15.7,18.1,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,18 to 34 years,"Positive mental health, flourishing",80.5,79.3,81.8,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),14.4,13.3,15.4,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,35 to 49 years,Consultation with a health professional about emotional or mental health,16.2,15.1,17.2,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,35 to 49 years,"Positive mental health, flourishing",80.7,79.5,82.0,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,35 to 49 years,Suicidal thoughts (15 years and over),12.7,11.7,13.6,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,50 to 64 years,Consultation with a health professional about emotional or mental health,13.4,12.5,14.3,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,50 to 64 years,"Positive mental health, flourishing",81.0,79.9,82.1,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,50 to 64 years,Suicidal thoughts (15 years and over),12.4,11.5,13.2,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,7.9,7.2,8.6,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,65 years and over,"Positive mental health, flourishing",79.1,77.9,80.3,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,65 years and over,Suicidal thoughts (15 years and over),7.5,6.8,8.1,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,13.9,13.4,14.4,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,"Total, 12 years and over","Positive mental health, flourishing",80.9,80.2,81.5,percent,percent,
2015,2015,Canada (excluding territories),Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),12.1,11.6,12.5,percent,percent,
2015,2015,Canada (excluding territories),Females,12 to 17 years,Consultation with a health professional about emotional or mental health,13.8,11.6,16.0,percent,percent,
2015,2015,Canada (excluding territories),Females,12 to 17 years,"Positive mental health, flourishing",83.9,81.6,86.1,percent,percent,
2015,2015,Canada (excluding territories),Females,12 to 17 years,Suicidal thoughts (15 years and over),12.8,10.2,15.4,percent,percent,
2015,2015,Canada (excluding territories),Females,18 to 34 years,Consultation with a health professional about emotional or mental health,22.7,20.9,24.5,percent,percent,
2015,2015,Canada (excluding territories),Females,18 to 34 years,"Positive mental health, flourishing",79.3,77.5,81.1,percent,percent,
2015,2015,Canada (excluding territories),Females,18 to 34 years,Suicidal thoughts (15 years and over),16.5,15.0,18.1,percent,percent,
2015,2015,Canada (excluding territories),Females,35 to 49 years,Consultation with a health professional about emotional or mental health,20.2,18.7,21.8,percent,percent,
2015,2015,Canada (excluding territories),Females,35 to 49 years,"Positive mental health, flourishing",81.6,79.9,83.2,percent,percent,
2015,2015,Canada (excluding territories),Females,35 to 49 years,Suicidal thoughts (15 years and over),14.6,13.2,16.1,percent,percent,
2015,2015,Canada (excluding territories),Females,50 to 64 years,Consultation with a health professional about emotional or mental health,17.6,16.1,19.0,percent,percent,
2015,2015,Canada (excluding territories),Females,50 to 64 years,"Positive mental health, flourishing",80.7,79.3,82.1,percent,percent,
2015,2015,Canada (excluding territories),Females,50 to 64 years,Suicidal thoughts (15 years and over),13.6,12.5,14.8,percent,percent,
2015,2015,Canada (excluding territories),Females,65 years and over,Consultation with a health professional about emotional or mental health,10.0,8.9,11.1,percent,percent,
2015,2015,Canada (excluding territories),Females,65 years and over,"Positive mental health, flourishing",78.3,76.7,79.8,percent,percent,
2015,2015,Canada (excluding territories),Females,65 years and over,Suicidal thoughts (15 years and over),8.1,7.2,8.9,percent,percent,
2015,2015,Canada (excluding territories),Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,17.9,17.2,18.7,percent,percent,
2015,2015,Canada (excluding territories),Females,"Total, 12 years and over","Positive mental health, flourishing",80.3,79.5,81.1,percent,percent,
2015,2015,Canada (excluding territories),Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),13.6,12.9,14.3,percent,percent,
2015,2015,Canada (excluding territories),Males,12 to 17 years,Consultation with a health professional about emotional or mental health,8.8,6.8,10.7,percent,percent,
2015,2015,Canada (excluding territories),Males,12 to 17 years,"Positive mental health, flourishing",88.3,86.3,90.3,percent,percent,
2015,2015,Canada (excluding territories),Males,12 to 17 years,Suicidal thoughts (15 years and over),7.3,5.2,9.4,percent,percent,
2015,2015,Canada (excluding territories),Males,18 to 34 years,Consultation with a health professional about emotional or mental health,11.0,9.6,12.5,percent,percent,
2015,2015,Canada (excluding territories),Males,18 to 34 years,"Positive mental health, flourishing",81.8,80.0,83.5,percent,percent,
2015,2015,Canada (excluding territories),Males,18 to 34 years,Suicidal thoughts (15 years and over),12.2,10.9,13.6,percent,percent,
2015,2015,Canada (excluding territories),Males,35 to 49 years,Consultation with a health professional about emotional or mental health,12.0,10.7,13.4,percent,percent,
2015,2015,Canada (excluding territories),Males,35 to 49 years,"Positive mental health, flourishing",79.9,78.0,81.8,percent,percent,
2015,2015,Canada (excluding territories),Males,35 to 49 years,Suicidal thoughts (15 years and over),10.7,9.5,11.8,percent,percent,
2015,2015,Canada (excluding territories),Males,50 to 64 years,Consultation with a health professional about emotional or mental health,9.2,8.2,10.3,percent,percent,
2015,2015,Canada (excluding territories),Males,50 to 64 years,"Positive mental health, flourishing",81.2,79.6,82.9,percent,percent,
2015,2015,Canada (excluding territories),Males,50 to 64 years,Suicidal thoughts (15 years and over),11.1,9.8,12.3,percent,percent,
2015,2015,Canada (excluding territories),Males,65 years and over,Consultation with a health professional about emotional or mental health,5.4,4.5,6.2,percent,percent,
2015,2015,Canada (excluding territories),Males,65 years and over,"Positive mental health, flourishing",80.1,78.4,81.8,percent,percent,
2015,2015,Canada (excluding territories),Males,65 years and over,Suicidal thoughts (15 years and over),6.7,5.8,7.7,percent,percent,
2015,2015,Canada (excluding territories),Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,9.8,9.1,10.4,percent,percent,
2015,2015,Canada (excluding territories),Males,"Total, 12 years and over","Positive mental health, flourishing",81.4,80.6,82.3,percent,percent,
2015,2015,Canada (excluding territories),Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),10.5,9.8,11.1,percent,percent,
2015,2015,Manitoba,Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,12.7,7.4,18.1,percent,percent,E
2015,2015,Manitoba,Both sexes,12 to 17 years,"Positive mental health, flourishing",86.4,81.0,91.7,percent,percent,
2015,2015,Manitoba,Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),13.0,5.7,20.4,percent,percent,E
2015,2015,Manitoba,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,13.1,9.4,16.9,percent,percent,
2015,2015,Manitoba,Both sexes,18 to 34 years,"Positive mental health, flourishing",80.1,75.2,84.9,percent,percent,
2015,2015,Manitoba,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),13.5,9.3,17.8,percent,percent,E
2015,2015,Manitoba,Both sexes,35 to 49 years,Consultation with a health professional about emotional or mental health,19.6,14.4,24.8,percent,percent,
2015,2015,Manitoba,Both sexes,35 to 49 years,"Positive mental health, flourishing",84.7,80.8,88.6,percent,percent,
2015,2015,Manitoba,Both sexes,35 to 49 years,Suicidal thoughts (15 years and over),14.8,10.8,18.8,percent,percent,
2015,2015,Manitoba,Both sexes,50 to 64 years,Consultation with a health professional about emotional or mental health,12.8,9.6,16.1,percent,percent,
2015,2015,Manitoba,Both sexes,50 to 64 years,"Positive mental health, flourishing",82.8,78.7,86.9,percent,percent,
2015,2015,Manitoba,Both sexes,50 to 64 years,Suicidal thoughts (15 years and over),11.2,8.0,14.5,percent,percent,
2015,2015,Manitoba,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,8.2,5.5,11.0,percent,percent,E
2015,2015,Manitoba,Both sexes,65 years and over,"Positive mental health, flourishing",76.3,71.7,80.9,percent,percent,
2015,2015,Manitoba,Both sexes,65 years and over,Suicidal thoughts (15 years and over),5.3,3.4,7.3,percent,percent,E
2015,2015,Manitoba,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,13.7,11.9,15.4,percent,percent,
2015,2015,Manitoba,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",81.7,79.5,83.8,percent,percent,
2015,2015,Manitoba,Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),11.8,9.9,13.7,percent,percent,
2015,2015,Manitoba,Females,12 to 17 years,Consultation with a health professional about emotional or mental health,15.9,7.5,24.2,percent,percent,E
2015,2015,Manitoba,Females,12 to 17 years,"Positive mental health, flourishing",81.6,72.8,90.4,percent,percent,
2015,2015,Manitoba,Females,12 to 17 years,Suicidal thoughts (15 years and over),18.8,7.3,30.3,percent,percent,E
2015,2015,Manitoba,Females,18 to 34 years,Consultation with a health professional about emotional or mental health,19.5,13.0,26.0,percent,percent,E
2015,2015,Manitoba,Females,18 to 34 years,"Positive mental health, flourishing",78.9,72.1,85.7,percent,percent,
2015,2015,Manitoba,Females,18 to 34 years,Suicidal thoughts (15 years and over),14.1,8.3,20.0,percent,percent,E
2015,2015,Manitoba,Females,35 to 49 years,Consultation with a health professional about emotional or mental health,22.8,16.1,29.4,percent,percent,
2015,2015,Manitoba,Females,35 to 49 years,"Positive mental health, flourishing",87.3,82.6,92.0,percent,percent,
2015,2015,Manitoba,Females,35 to 49 years,Suicidal thoughts (15 years and over),16.2,9.8,22.6,percent,percent,E
2015,2015,Manitoba,Females,50 to 64 years,Consultation with a health professional about emotional or mental health,17.8,12.7,22.9,percent,percent,
2015,2015,Manitoba,Females,50 to 64 years,"Positive mental health, flourishing",81.5,75.9,87.1,percent,percent,
2015,2015,Manitoba,Females,50 to 64 years,Suicidal thoughts (15 years and over),11.5,7.1,15.8,percent,percent,E
2015,2015,Manitoba,Females,65 years and over,Consultation with a health professional about emotional or mental health,9.6,5.7,13.6,percent,percent,E
